userId,user_jobRole,user_department,user_primaryGapDomain,user_currentLevel,user_requiredLevel,user_skillGap,user_quizAttempts,user_averageQuizPercentage
USER_405,Analyst,IT,Statistics,2,4,2,15,86.3752889125669
USER_406,Manager,Operations,Communication,3,4,1,9,86.20949270542576
USER_407,Analyst,Operations,Project Management,2,3,1,0,84.34159346727752
USER_408,Specialist,HR,Communication,2,3,1,3,72.90292217173923
USER_409,Analyst,HR,Communication,3,5,2,7,86.99190479791756
USER_410,Director,IT,Data Science,2,3,1,7,43.941691537261946
USER_411,Manager,IT,Data Science,2,3,1,12,84.84666439580164
USER_412,Specialist,Statistics,Communication,2,4,2,4,71.84424131721015
USER_413,Director,IT,Communication,3,4,1,8,52.29887257160898
USER_414,Analyst,Finance,Statistics,2,5,3,9,58.9088223479532
USER_415,Analyst,IT,Leadership,1,5,4,14,49.83286142682893
USER_416,Analyst,IT,Leadership,1,5,4,5,57.43027034028522
USER_417,Director,Statistics,Communication,1,3,2,13,43.73219356988216
USER_418,Specialist,IT,Data Science,1,4,3,8,66.8604055246251
USER_419,Manager,HR,Project Management,2,3,1,1,54.51359764677335
USER_420,Manager,Operations,Data Engineering,1,4,3,5,56.482228902873516
USER_421,Manager,Finance,Project Management,2,4,2,13,65.96896013256816
USER_422,Manager,Operations,Project Management,2,5,3,7,52.551127924475665
USER_423,Specialist,HR,Leadership,1,3,2,12,71.63395964523475
USER_424,Specialist,IT,Communication,1,4,3,2,69.89416002995638
USER_425,Analyst,IT,Leadership,2,4,2,10,67.53780876263792
USER_426,Director,Finance,Statistics,3,5,2,5,51.406458987023655
USER_427,Analyst,Finance,Leadership,1,3,2,16,97.60813626432683
USER_428,Director,Operations,Data Engineering,2,4,2,9,68.6140063880782
USER_429,Analyst,HR,Communication,2,5,3,6,86.88093043686438
USER_430,Analyst,IT,Communication,2,4,2,8,90.12446985052756
USER_431,Specialist,IT,Communication,2,3,1,9,88.28518731938169
USER_432,Director,HR,Data Engineering,2,4,2,4,54.74844635836918
USER_433,Analyst,Operations,Data Engineering,4,5,1,9,94.08298579851609
USER_434,Manager,HR,Project Management,3,5,2,0,42.69467793973695
USER_435,Director,IT,Data Engineering,1,5,4,19,85.25589840082137
USER_436,Director,HR,Leadership,1,5,4,13,77.32237374225963
USER_437,Analyst,HR,Data Engineering,2,3,1,17,79.39786442247257
USER_438,Manager,Operations,Statistics,2,3,1,19,46.10822097697221
USER_439,Analyst,Statistics,Statistics,3,5,2,4,42.161129097485585
USER_440,Specialist,Operations,Data Science,2,4,2,8,97.02755023451775
USER_441,Director,Operations,Data Engineering,4,5,1,2,59.580305855919235
USER_442,Specialist,Finance,Leadership,1,5,4,7,64.0565057483828
USER_443,Specialist,Finance,Project Management,2,5,3,19,52.26765316328271
USER_444,Director,IT,Data Science,4,5,1,13,44.269497110405965
USER_445,Director,Operations,Communication,3,4,1,0,64.5647243090211
USER_446,Specialist,Finance,Leadership,1,5,4,9,89.4872713766672
USER_447,Director,Operations,Statistics,1,3,2,19,65.51369112626163
USER_448,Analyst,Statistics,Data Engineering,2,5,3,5,43.278065200058336
USER_449,Manager,Operations,Statistics,3,5,2,19,53.824999727040996
USER_450,Specialist,IT,Leadership,3,4,1,11,53.4576089971027
USER_451,Analyst,Operations,Communication,1,5,4,17,93.76244797943315
USER_452,Director,HR,Data Engineering,2,3,1,13,47.52138854754314
USER_453,Specialist,Operations,Leadership,2,5,3,7,79.66085525483922
USER_454,Manager,Finance,Leadership,3,5,2,1,86.83790304553344
USER_455,Specialist,Finance,Data Science,1,3,2,16,76.09323275798944
USER_456,Director,Operations,Communication,1,5,4,4,46.150957843988465
USER_457,Director,IT,Data Science,1,5,4,16,95.97549175418033
USER_458,Director,HR,Statistics,4,5,1,5,95.25967126579455
USER_459,Manager,Statistics,Statistics,1,5,4,16,41.851474258484345
USER_460,Analyst,IT,Data Science,1,3,2,19,49.43957680010969
USER_461,Specialist,Operations,Data Science,1,5,4,0,58.71904121958511
USER_462,Specialist,IT,Statistics,4,5,1,17,40.96371189886037
USER_463,Manager,Finance,Leadership,4,5,1,0,98.21542658356341
USER_464,Specialist,HR,Data Engineering,4,5,1,18,82.37159097780152
USER_465,Director,Operations,Data Science,2,3,1,0,58.53006544044045
USER_466,Specialist,HR,Project Management,2,3,1,18,63.7932209193978
USER_467,Analyst,IT,Leadership,2,5,3,3,77.50175116511235
USER_468,Analyst,Operations,Statistics,3,4,1,7,55.02807392754994
USER_469,Director,HR,Leadership,3,4,1,17,54.85060438842471
USER_470,Specialist,Operations,Communication,1,3,2,10,51.48566082997255
USER_471,Analyst,Operations,Communication,2,3,1,13,76.3302859969526
USER_472,Manager,Statistics,Leadership,2,3,1,18,80.65245673021204
USER_473,Director,IT,Leadership,2,4,2,0,78.50406383791349
USER_474,Director,HR,Project Management,3,5,2,19,56.671166565382734
USER_475,Analyst,Statistics,Statistics,2,5,3,7,44.05015280102931
USER_476,Manager,Finance,Data Engineering,1,4,3,4,98.73745042246625
USER_477,Manager,IT,Data Science,2,3,1,8,52.26643443697281
USER_478,Director,Finance,Data Science,3,5,2,1,68.9823818535334
USER_479,Manager,Finance,Statistics,2,4,2,10,75.72157967551624
USER_480,Manager,IT,Leadership,1,3,2,8,45.52401916494853
USER_481,Director,Finance,Communication,4,5,1,1,82.22753865943045
USER_482,Manager,Statistics,Project Management,3,5,2,0,80.32336232513521
USER_483,Specialist,HR,Project Management,1,3,2,1,91.9657380167015
USER_484,Analyst,Finance,Data Science,2,5,3,14,52.785100521088495
USER_485,Specialist,IT,Leadership,1,3,2,1,62.413288062860914
USER_486,Analyst,IT,Data Engineering,1,3,2,6,55.186092350776526
USER_487,Manager,IT,Communication,1,5,4,8,90.3880963998656
USER_488,Analyst,Finance,Statistics,2,4,2,17,84.56949849437898
USER_489,Director,Operations,Statistics,4,5,1,14,55.52269852932646
USER_490,Director,Finance,Data Engineering,1,5,4,18,75.36723936908183
USER_491,Analyst,Finance,Data Science,1,5,4,17,82.84316340268761
USER_492,Director,IT,Data Science,1,3,2,14,41.77024330871235
USER_493,Analyst,HR,Data Science,2,3,1,15,94.67009711080475
USER_494,Director,Finance,Leadership,2,3,1,0,80.37230011588478
USER_495,Manager,Finance,Statistics,3,4,1,5,62.997054378532084
USER_496,Analyst,HR,Communication,3,5,2,9,70.81666279265947
USER_497,Manager,Finance,Leadership,3,4,1,16,95.24599650780144
USER_498,Director,Statistics,Project Management,1,5,4,0,93.72076534919016
USER_499,Analyst,Finance,Data Science,3,4,1,10,78.27725576108432
USER_500,Specialist,HR,Project Management,2,4,2,4,87.03924152136133
USER_501,Manager,HR,Statistics,3,4,1,12,58.06276467005878
USER_502,Specialist,IT,Data Engineering,2,5,3,14,56.862284882861694
USER_503,Manager,Statistics,Leadership,2,4,2,0,95.44161222554396
USER_504,Analyst,Finance,Data Engineering,1,3,2,17,92.90143671061048
USER_505,Director,HR,Data Engineering,4,5,1,3,57.35124677775699
USER_506,Manager,Statistics,Communication,4,5,1,19,92.35814815281012
USER_507,Specialist,Operations,Data Engineering,2,5,3,3,77.93299586523693
USER_508,Director,Statistics,Data Science,2,4,2,16,46.154077755015386
USER_509,Analyst,HR,Data Science,3,4,1,6,51.63178407621356
USER_510,Director,Statistics,Project Management,2,3,1,11,91.52585676096834
USER_511,Director,Statistics,Leadership,1,4,3,14,80.41872504849445
USER_512,Specialist,Operations,Data Engineering,3,4,1,16,84.43756893366222
USER_513,Manager,IT,Data Engineering,1,4,3,17,57.80720092119104
USER_514,Analyst,HR,Project Management,2,3,1,9,92.89974893996276
USER_515,Specialist,HR,Statistics,3,4,1,3,47.10490235055591
USER_516,Director,HR,Statistics,2,5,3,14,84.96342716806954
USER_517,Director,Statistics,Leadership,1,3,2,0,72.45430023028484
USER_518,Analyst,Operations,Statistics,2,5,3,17,59.65312991080795
USER_519,Manager,Operations,Data Engineering,1,4,3,15,96.70685132536053
USER_520,Analyst,Operations,Data Science,2,3,1,6,48.57051788885991
USER_521,Analyst,Operations,Statistics,1,3,2,16,80.73386350467044
USER_522,Analyst,Statistics,Statistics,1,3,2,16,76.68019613299882
USER_523,Analyst,HR,Leadership,1,3,2,14,93.13718585450638
USER_524,Manager,IT,Leadership,1,4,3,8,72.13939596085471
USER_525,Manager,Statistics,Data Science,1,3,2,18,47.643184960020356
USER_526,Manager,Operations,Project Management,1,3,2,18,89.2359254605952
USER_527,Director,HR,Data Science,1,3,2,13,63.269565395015874
USER_528,Specialist,Finance,Statistics,4,5,1,7,92.64102718797032
USER_529,Specialist,IT,Communication,1,5,4,14,43.99388367485337
USER_530,Manager,Finance,Data Science,1,3,2,12,88.22887271160681
USER_531,Manager,Operations,Communication,1,3,2,2,53.20667955428519
USER_532,Director,IT,Project Management,3,4,1,19,42.71915673765368
USER_533,Director,Finance,Leadership,2,5,3,16,62.394469382754025
USER_534,Specialist,Statistics,Communication,1,4,3,3,85.99090297195508
USER_535,Specialist,Operations,Statistics,1,4,3,6,80.64840488940837
USER_536,Analyst,HR,Communication,1,3,2,11,84.53519123194523
USER_537,Specialist,Operations,Communication,1,3,2,16,55.4938611799696
USER_538,Manager,IT,Leadership,2,3,1,9,74.72840527071642
USER_539,Specialist,Finance,Project Management,2,4,2,12,82.76666057300986
USER_540,Analyst,HR,Leadership,2,3,1,1,65.49105057208521
USER_541,Director,Statistics,Communication,3,4,1,1,48.01903488463108
USER_542,Manager,Statistics,Leadership,3,4,1,5,71.99508395674616
USER_543,Manager,Operations,Leadership,3,4,1,0,71.72346514590615
USER_544,Manager,Operations,Communication,2,3,1,3,89.42604374794738
USER_545,Director,IT,Statistics,1,5,4,5,87.20250044243855
USER_546,Specialist,Statistics,Statistics,2,3,1,7,41.86894556760346
USER_547,Analyst,HR,Project Management,1,4,3,14,73.44023017438047
USER_548,Analyst,HR,Project Management,2,4,2,7,84.173732951713
USER_549,Manager,HR,Data Engineering,2,4,2,0,74.60214393146538
USER_550,Specialist,HR,Project Management,4,5,1,9,40.34311488164736
USER_551,Director,Operations,Leadership,3,5,2,12,47.804840189736815
USER_552,Analyst,HR,Communication,3,5,2,10,40.82191302453487
USER_553,Manager,Finance,Communication,1,3,2,16,85.7381574700576
USER_554,Director,Operations,Leadership,3,4,1,9,63.435616454906935
USER_555,Director,HR,Communication,1,3,2,10,80.56752385529742
USER_556,Specialist,HR,Data Engineering,1,5,4,10,95.74837120092776
USER_557,Director,Operations,Communication,1,3,2,18,66.58356173982526
USER_558,Manager,IT,Statistics,1,4,3,5,75.5894931423681
USER_559,Manager,HR,Leadership,1,5,4,17,46.60379705206691
USER_560,Analyst,Statistics,Leadership,2,3,1,8,44.18803927687773
USER_561,Specialist,IT,Project Management,1,5,4,0,50.761360617354455
USER_562,Manager,Statistics,Communication,2,4,2,13,50.183705714615385
USER_563,Director,HR,Communication,1,4,3,10,67.21473999537005
USER_564,Director,IT,Project Management,2,4,2,12,49.22146257065227
USER_565,Manager,IT,Data Engineering,2,3,1,10,75.57041083048661
USER_566,Specialist,Finance,Leadership,1,4,3,16,76.41081733240836
USER_567,Manager,HR,Communication,4,5,1,6,70.0945419950769
USER_568,Specialist,HR,Leadership,4,5,1,8,99.83427399421616
USER_569,Analyst,Statistics,Communication,2,3,1,7,96.44639798137005
USER_570,Specialist,IT,Data Engineering,2,4,2,6,66.12361877054414
USER_571,Specialist,Finance,Communication,1,3,2,18,73.11262818527113
USER_572,Specialist,Finance,Statistics,3,4,1,1,68.4970579158249
USER_573,Specialist,IT,Statistics,2,4,2,14,48.836533813125456
USER_574,Analyst,IT,Leadership,2,3,1,7,52.43637874406006
USER_575,Director,IT,Data Engineering,2,4,2,16,61.22180119484403
USER_576,Manager,IT,Data Engineering,2,3,1,17,60.55870879135129
USER_577,Director,HR,Project Management,3,4,1,13,88.22829342900852
USER_578,Specialist,HR,Data Engineering,2,4,2,11,56.4184250716463
USER_579,Analyst,Finance,Project Management,1,5,4,9,56.91514257428375
USER_580,Analyst,Statistics,Statistics,2,3,1,15,72.83425122523859
USER_581,Manager,Operations,Communication,1,3,2,16,85.90961972900598
USER_582,Analyst,Finance,Communication,3,4,1,12,84.49848711016253
USER_583,Specialist,Statistics,Communication,3,4,1,2,87.98307481712317
USER_584,Specialist,Operations,Communication,1,5,4,12,97.08668953978551
USER_585,Analyst,Statistics,Data Engineering,3,4,1,13,78.68471491460912
USER_586,Analyst,Operations,Communication,4,5,1,5,47.899215327595506
USER_587,Director,IT,Communication,2,3,1,2,50.970266792129024
USER_588,Manager,Statistics,Statistics,1,4,3,5,62.47289460277487
USER_589,Specialist,HR,Leadership,3,4,1,11,73.40709465569128
USER_590,Manager,IT,Data Engineering,1,5,4,8,55.1587618372772
USER_591,Director,IT,Data Engineering,3,4,1,12,77.40866983115778
USER_592,Specialist,IT,Statistics,1,4,3,12,53.92334438206936
USER_593,Director,Operations,Communication,1,3,2,16,57.63694606101385
USER_594,Director,HR,Statistics,1,5,4,14,94.50607311276252
USER_595,Analyst,Operations,Data Engineering,2,3,1,15,76.91521919694483
USER_596,Analyst,Operations,Project Management,3,4,1,17,63.87194218104563
USER_597,Director,Operations,Project Management,1,4,3,15,60.42469336685558
USER_598,Specialist,Finance,Leadership,1,5,4,11,70.07653867754377
USER_599,Analyst,IT,Communication,1,4,3,8,90.35082369881792
USER_600,Manager,Statistics,Data Science,3,5,2,14,67.94095250573677
USER_601,Analyst,HR,Data Engineering,1,4,3,11,62.78509137515905
USER_602,Director,HR,Statistics,3,4,1,16,52.6468869612813
USER_603,Analyst,Finance,Statistics,1,3,2,5,41.14932913307518
USER_604,Analyst,HR,Leadership,1,4,3,18,60.70502473079402
USER_605,Manager,HR,Data Science,1,3,2,6,55.92978444574434
USER_606,Specialist,IT,Data Science,3,4,1,1,77.17695561669534
USER_607,Specialist,Finance,Data Engineering,4,5,1,16,56.8969625263379
USER_608,Manager,Statistics,Statistics,2,3,1,8,60.813158581863135
USER_609,Manager,IT,Communication,3,4,1,2,48.535314386608924
USER_610,Manager,Statistics,Leadership,2,3,1,11,51.143984320311134
USER_611,Analyst,IT,Statistics,3,4,1,13,66.92672823967689
USER_612,Specialist,Finance,Statistics,2,5,3,8,85.07062821724256
USER_613,Specialist,Operations,Statistics,3,5,2,2,85.42288688191752
USER_614,Specialist,Statistics,Data Science,3,5,2,11,64.67184933295275
USER_615,Manager,IT,Statistics,3,5,2,11,94.55051584321515
USER_616,Manager,HR,Data Science,1,4,3,19,89.8569502633041
USER_617,Analyst,Statistics,Project Management,2,3,1,19,57.27672056055955
USER_618,Specialist,Statistics,Statistics,2,4,2,4,61.30789886522875
USER_619,Specialist,HR,Leadership,3,5,2,17,46.35119415267453
USER_620,Specialist,HR,Leadership,3,4,1,7,63.97112707521609
USER_621,Director,HR,Data Science,2,3,1,4,45.92423241295995
USER_622,Specialist,HR,Data Engineering,1,5,4,12,75.10470653237218
USER_623,Specialist,Finance,Data Engineering,1,3,2,0,81.98231236596857
USER_624,Specialist,IT,Leadership,3,4,1,11,92.38653056585366
USER_625,Director,Operations,Data Engineering,4,5,1,8,41.906709061439464
USER_626,Director,Finance,Statistics,2,3,1,19,41.635000717048904
USER_627,Specialist,Operations,Data Science,2,5,3,14,74.46620535233234
USER_628,Manager,Finance,Data Science,2,5,3,14,89.24176964600676
USER_629,Specialist,Statistics,Project Management,1,5,4,16,73.4386345188585
USER_630,Analyst,Operations,Data Engineering,2,3,1,5,73.94129032846035
USER_631,Analyst,Operations,Project Management,4,5,1,12,67.54744139720086
USER_632,Manager,Operations,Data Engineering,4,5,1,16,65.24567210595555
USER_633,Analyst,Finance,Statistics,3,4,1,19,54.986329746791185
USER_634,Specialist,Statistics,Leadership,2,4,2,13,90.69173964937796
USER_635,Director,HR,Communication,3,5,2,14,79.70666394829831
USER_636,Specialist,IT,Data Science,3,5,2,2,64.19246536799514
USER_637,Analyst,HR,Communication,1,3,2,17,46.35245909278776
USER_638,Manager,Operations,Communication,2,3,1,15,53.01737475183277
USER_639,Specialist,IT,Project Management,4,5,1,12,53.205320612283195
USER_640,Director,HR,Data Engineering,3,4,1,8,58.78300870378881
USER_641,Specialist,HR,Statistics,4,5,1,6,78.12486141171459
USER_642,Manager,Finance,Data Science,2,5,3,17,80.64628427369766
USER_643,Manager,HR,Data Engineering,4,5,1,12,79.48329903167325
USER_644,Analyst,IT,Project Management,2,4,2,3,86.08769070285294
USER_645,Director,Finance,Project Management,2,4,2,8,58.50809688936904
USER_646,Director,HR,Communication,3,4,1,9,40.38274260439544
USER_647,Analyst,Statistics,Data Science,4,5,1,18,60.7483659046255
USER_648,Manager,Statistics,Project Management,3,4,1,19,62.9351351186475
USER_649,Manager,HR,Leadership,1,3,2,8,76.21172839006726
USER_650,Analyst,HR,Project Management,2,3,1,8,51.88573100321737
USER_651,Director,Operations,Statistics,1,5,4,14,69.81373111000293
USER_652,Manager,Operations,Project Management,2,3,1,15,66.53513659117354
USER_653,Analyst,Finance,Statistics,2,4,2,8,43.143477735691675
USER_654,Director,HR,Leadership,2,4,2,10,89.80905897987509
USER_655,Director,Statistics,Project Management,1,3,2,1,95.5878278773711
USER_656,Director,HR,Statistics,2,4,2,15,74.43699196414062
USER_657,Director,Finance,Statistics,1,5,4,15,40.67815219534135
USER_658,Director,Finance,Communication,3,5,2,11,61.84676650062997
USER_659,Manager,Finance,Communication,2,5,3,14,56.28952015256268
USER_660,Specialist,IT,Project Management,4,5,1,12,89.9418123796597
USER_661,Analyst,IT,Data Science,1,5,4,7,95.82390521015952
USER_662,Director,IT,Communication,1,4,3,4,45.01149488080112
USER_663,Analyst,IT,Project Management,3,4,1,4,83.6517538135057
USER_664,Specialist,HR,Communication,2,5,3,12,74.31975269701556
USER_665,Specialist,Operations,Data Engineering,3,5,2,19,84.03432262011216
USER_666,Specialist,Finance,Communication,2,4,2,4,89.64139328956873
USER_667,Director,Finance,Project Management,1,3,2,12,54.79119433827898
USER_668,Manager,IT,Project Management,2,3,1,19,58.71471433220231
USER_669,Director,IT,Data Science,3,5,2,14,87.43123061630041
USER_670,Specialist,Finance,Communication,2,3,1,17,42.717678616784646
USER_671,Manager,Finance,Project Management,1,5,4,3,56.23863651890594
USER_672,Analyst,Finance,Statistics,2,3,1,6,47.036808868026704
USER_673,Specialist,HR,Statistics,3,4,1,18,99.11047330544048
USER_674,Manager,Finance,Statistics,4,5,1,1,59.817080050125064
USER_675,Analyst,HR,Data Science,3,4,1,0,47.75046671458662
USER_676,Director,Finance,Data Engineering,2,5,3,11,42.40833154512199
USER_677,Specialist,Statistics,Data Science,4,5,1,14,52.61911337714762
USER_678,Manager,IT,Statistics,2,5,3,11,43.660428580323696
USER_679,Director,Operations,Leadership,3,4,1,2,59.45976264109108
USER_680,Manager,Finance,Statistics,1,5,4,16,80.9519475722633
USER_681,Specialist,IT,Communication,2,4,2,9,81.54125836926485
USER_682,Analyst,Finance,Data Science,2,3,1,14,43.5965980516785
USER_683,Specialist,Finance,Data Engineering,1,4,3,10,46.806449026235
USER_684,Manager,IT,Statistics,1,4,3,7,47.58318534434002
USER_685,Specialist,Statistics,Statistics,2,3,1,1,90.52093969040465
USER_686,Director,IT,Communication,1,4,3,3,50.47883115377977
USER_687,Analyst,Finance,Leadership,3,4,1,14,93.42305925131596
USER_688,Specialist,Operations,Communication,1,3,2,9,72.80177969778039
USER_689,Manager,Finance,Data Engineering,2,4,2,11,49.04124922005003
USER_690,Manager,Operations,Project Management,2,3,1,3,76.32887503155672
USER_691,Specialist,Finance,Data Science,2,3,1,5,57.74944584979217
USER_692,Director,Operations,Data Engineering,4,5,1,3,59.549407646229085
USER_693,Director,IT,Leadership,3,4,1,15,94.16233062672137
USER_694,Manager,IT,Project Management,1,3,2,16,89.89109998673342
USER_695,Analyst,HR,Communication,1,4,3,19,78.69417431754135
USER_696,Director,Statistics,Leadership,3,4,1,2,61.395770559172334
USER_697,Manager,Operations,Leadership,2,4,2,19,73.94469703679735
USER_698,Director,Statistics,Data Science,2,3,1,1,76.42811685301461
USER_699,Specialist,Statistics,Communication,1,5,4,19,48.2809292212031
USER_700,Manager,HR,Leadership,3,5,2,15,99.73413402944126
USER_701,Director,Finance,Project Management,1,5,4,14,59.09824568154084
USER_702,Manager,Operations,Statistics,2,3,1,15,47.99259544819772
USER_703,Director,IT,Leadership,1,5,4,11,74.35857118693508
USER_704,Specialist,HR,Communication,1,3,2,18,83.81495137177427
USER_705,Analyst,IT,Data Engineering,1,5,4,19,69.52326936294403
USER_706,Director,IT,Data Engineering,3,4,1,7,97.80879684845965
USER_707,Director,Operations,Leadership,3,4,1,8,45.161929421976595
USER_708,Specialist,HR,Leadership,3,5,2,9,89.20405012333896
USER_709,Director,IT,Project Management,3,4,1,5,79.17697948827053
USER_710,Specialist,HR,Communication,1,3,2,19,83.81330306543495
USER_711,Specialist,Statistics,Leadership,1,5,4,11,82.10429643263544
USER_712,Analyst,Operations,Project Management,3,5,2,13,83.94330679585329
USER_713,Analyst,Statistics,Data Science,1,3,2,19,80.53977413242438
USER_714,Manager,Finance,Leadership,1,3,2,10,62.20147144856895
USER_715,Director,Finance,Data Science,1,5,4,10,98.15930873705074
USER_716,Analyst,HR,Statistics,2,3,1,0,70.3558992591735
USER_717,Specialist,Statistics,Project Management,2,5,3,2,67.10436855888663
USER_718,Director,Statistics,Project Management,1,3,2,18,40.011191690239784
USER_719,Specialist,IT,Leadership,1,5,4,5,67.32298812883646
USER_720,Manager,Statistics,Data Science,3,4,1,17,51.85835323546781
USER_721,Director,Operations,Statistics,1,4,3,17,64.08770674534259
USER_722,Specialist,Operations,Communication,1,3,2,1,42.285178035959156
USER_723,Manager,IT,Communication,2,5,3,0,42.51784440661806
USER_724,Director,Operations,Statistics,1,3,2,18,57.72807547760556
USER_725,Director,Statistics,Communication,3,5,2,17,50.32516194715758
USER_726,Director,HR,Data Engineering,3,5,2,3,76.86400044587943
USER_727,Analyst,IT,Project Management,3,4,1,10,87.48458503041854
USER_728,Manager,Operations,Communication,2,4,2,6,80.70947011903488
USER_729,Manager,Operations,Statistics,3,4,1,5,83.32396385222711
USER_730,Manager,Operations,Project Management,1,5,4,9,68.87667707315421
USER_731,Director,Statistics,Data Engineering,2,4,2,11,88.86320675612568
USER_732,Analyst,Finance,Data Science,2,5,3,19,41.44661160452001
USER_733,Director,HR,Communication,2,4,2,17,62.992921956835104
USER_734,Specialist,HR,Data Engineering,1,4,3,10,89.5804486570112
USER_735,Analyst,Finance,Statistics,2,3,1,11,96.12268967842704
USER_736,Analyst,Operations,Statistics,1,3,2,15,91.97754615893088
USER_737,Analyst,Statistics,Communication,3,5,2,12,89.176573183948
USER_738,Manager,Operations,Data Engineering,1,5,4,9,72.57988795631616
USER_739,Analyst,HR,Statistics,3,5,2,14,48.57765265604513
USER_740,Director,IT,Statistics,1,3,2,14,91.28834672795568
USER_741,Specialist,Finance,Data Engineering,3,5,2,19,68.4660936172441
USER_742,Analyst,Operations,Leadership,1,3,2,2,92.68201077066742
USER_743,Analyst,Statistics,Communication,1,4,3,6,45.88046108684446
USER_744,Manager,Statistics,Project Management,1,4,3,4,67.07159148704342
USER_745,Manager,Statistics,Statistics,4,5,1,17,50.19322439314344
USER_746,Specialist,Statistics,Data Science,2,4,2,3,61.488382991748665
USER_747,Analyst,HR,Leadership,3,4,1,17,95.68310501373088
USER_748,Director,IT,Leadership,2,4,2,18,59.86878934984899
USER_749,Manager,Statistics,Data Science,2,3,1,1,42.48568532916327
USER_750,Manager,Operations,Statistics,3,4,1,12,50.170245511963515
USER_751,Director,Finance,Communication,2,4,2,1,75.26182109725275
USER_752,Director,IT,Data Engineering,3,4,1,14,66.22309131053126
USER_753,Director,HR,Data Science,3,5,2,6,54.44023088542919
USER_754,Analyst,IT,Project Management,2,4,2,8,77.84304666951576
USER_755,Director,HR,Leadership,2,5,3,17,88.62809303292796
USER_756,Director,IT,Communication,1,5,4,19,91.98539101238201
USER_757,Director,Finance,Data Science,2,3,1,2,67.57867584314424
USER_758,Director,IT,Project Management,2,3,1,15,77.96815663969042
USER_759,Specialist,IT,Leadership,2,3,1,7,47.65421047428225
USER_760,Director,HR,Data Science,2,3,1,10,82.04353127705582
USER_761,Manager,Statistics,Project Management,1,3,2,6,73.208306572591
USER_762,Director,HR,Data Engineering,3,4,1,9,68.38165020058125
USER_763,Director,Statistics,Communication,2,5,3,12,64.74418362807197
USER_764,Analyst,Statistics,Data Engineering,1,4,3,19,55.679981073123024
USER_765,Analyst,Finance,Data Engineering,2,3,1,17,64.93084378372396
USER_766,Manager,Operations,Leadership,1,3,2,10,75.08966867834745
USER_767,Director,Statistics,Leadership,1,5,4,18,77.54091473568116
USER_768,Analyst,HR,Data Science,2,3,1,0,51.77765813866402
USER_769,Manager,HR,Data Engineering,2,3,1,1,93.43950732771054
USER_770,Director,HR,Statistics,1,3,2,15,57.74485375570124
USER_771,Director,Statistics,Data Science,2,3,1,1,50.8703110510012
USER_772,Analyst,Operations,Statistics,1,4,3,5,75.37920970909286
USER_773,Director,Finance,Project Management,2,3,1,9,71.08464988242068
USER_774,Analyst,IT,Communication,1,4,3,7,80.13259186244112
USER_775,Specialist,HR,Data Science,1,4,3,19,82.42091765635544
USER_776,Director,Finance,Data Engineering,2,5,3,12,41.136724202461274
USER_777,Director,Statistics,Data Engineering,1,4,3,7,78.30932708794813
USER_778,Analyst,HR,Project Management,2,3,1,2,94.19341764068244
USER_779,Specialist,Operations,Statistics,2,3,1,11,61.394279557049146
USER_780,Director,Finance,Communication,2,3,1,6,98.59366139937426
USER_781,Manager,Finance,Data Engineering,1,5,4,18,93.17729298734307
USER_782,Specialist,IT,Data Science,2,5,3,16,50.947482439149404
USER_783,Director,IT,Data Science,2,3,1,9,83.56667556067822
USER_784,Manager,HR,Leadership,3,4,1,19,84.71288456145007
USER_785,Specialist,HR,Leadership,3,4,1,14,95.29080351444507
USER_786,Specialist,HR,Data Science,1,5,4,13,50.96880331235356
USER_787,Director,Statistics,Project Management,2,5,3,15,69.17041924629298
USER_788,Manager,Statistics,Leadership,3,4,1,12,91.52188727467444
USER_789,Specialist,Statistics,Leadership,2,4,2,5,81.41937081404373
USER_790,Analyst,Statistics,Project Management,2,3,1,13,78.74350260106323
USER_791,Manager,Finance,Statistics,3,5,2,2,50.62762865189524
USER_792,Manager,Operations,Data Engineering,3,4,1,6,85.10950875740087
USER_793,Director,Statistics,Leadership,3,4,1,12,82.30245438121557
USER_794,Director,Operations,Project Management,3,5,2,7,91.58077510481998
USER_795,Manager,IT,Data Science,4,5,1,8,89.23312835534313
USER_796,Manager,IT,Statistics,1,3,2,4,70.66681830937003
USER_797,Analyst,HR,Data Science,4,5,1,19,96.03195657077492
USER_798,Specialist,Operations,Leadership,3,4,1,16,58.254511829631745
USER_799,Manager,Finance,Communication,2,5,3,14,44.25495756927876
USER_800,Specialist,HR,Leadership,2,5,3,14,91.80907650214692
USER_801,Specialist,IT,Statistics,2,3,1,16,53.29103632678635
USER_802,Specialist,Statistics,Statistics,3,4,1,1,50.047584671079306
USER_803,Specialist,Operations,Data Engineering,3,5,2,5,43.78779455247799
USER_804,Analyst,Operations,Leadership,2,4,2,13,92.15049144418523
USER_805,Analyst,Operations,Project Management,2,3,1,2,93.70339623998998
USER_806,Director,Statistics,Statistics,1,4,3,15,55.398832431165744
USER_807,Manager,Statistics,Statistics,1,3,2,6,90.73921133664055
USER_808,Analyst,Statistics,Data Engineering,1,5,4,4,91.72456855459582
USER_809,Specialist,Finance,Statistics,1,3,2,5,83.97155123990986
USER_810,Analyst,Statistics,Data Science,3,4,1,0,47.14844031976289
USER_811,Director,HR,Communication,2,3,1,0,83.12308679573215
USER_812,Specialist,Finance,Data Science,4,5,1,17,51.392519745755195
